Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1121CA,2010.12,1247.902,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.03,1105.887,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.06,1348.165,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.09,1395.356,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.12,1283.469,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.03,1160.996,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.06,1345.327,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.09,1384.759,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.12,1343.222,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.03,1161.138,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.06,1446.602,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.09,1476.311,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.12,1360.741,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.03,1258.617,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.06,1444.907,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.09,1489.789,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.12,1421.403,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.03,1283.625,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.06,1521.377,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.09,1606.945,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.12,1510.971,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.03,1359.212,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.06,1672.007,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.09,1687.137,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.12,1545.985,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.03,1451.124,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.06,1636.679,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.09,1708.421,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.12,1641.254,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.03,1512.704,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.06,1809.792,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.09,1818.925,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.12,1693.412,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.03,1532.498,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.06,1806.419,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.09,1947.236,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.12,1862.965,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.03,1745.208,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.06,1776.174,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.09,2104.27,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.12,1952.765,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.03,1817.486,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.06,2096.163,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.09,2165.144,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.12,2120.019,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.03,1937.841,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.06,2218.3,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.09,2313.995,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.12,2193.011,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.03,2048.953,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.06,2463.617,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.09,2449.887,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.12,2385.283,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CS,2004.06,941.991,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.09,948.832,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.12,962.697,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.03,953.906,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.06,999.477,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.09,998.934,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.12,1001.869,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.03,1076.561,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.06,1051.283,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.09,1079.464,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.12,1116.291,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.03,1162.522,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.06,1152.314,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.09,1171.596,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.12,1198.022,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.03,1200.618,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.06,1214.526,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.09,1204.572,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.12,1210.334,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.03,1206.65,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.06,1243.858,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.09,1226.96,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.12,1226.478,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.03,1232.262,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.06,1230.189,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.09,1289.837,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.12,1257.394,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.03,1244.687,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.06,1283.665,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.09,1305.41,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.12,1292.638,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.03,1307.297,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.06,1282.14,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.09,1294.203,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.12,1353.016,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.03,1307.078,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.06,1379.743,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.09,1379.229,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.12,1371.035,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.03,1414.674,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.06,1379.956,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.09,1392.237,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.12,1431.467,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.03,1440.609,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.06,1454.739,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.09,1502.72,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.12,1520.853,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.03,1523.026,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.06,1600.29,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.09,1579.184,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.12,1555.616,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.03,1622.369,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.06,1568.799,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.09,1599.987,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.12,1651.016,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.03,1688.845,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.06,1735.486,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.09,1705.252,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.12,1702.98,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.03,1708.879,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.06,1732.352,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.09,1827.812,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.12,1872.92,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.03,1943.799,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.06,1703.314,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.09,1977.976,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.12,1962.353,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.03,2021.453,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.06,2011.137,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.09,2037.384,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.12,2129.427,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.03,2152.238,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.06,2130.218,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.09,2178.91,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.12,2201.738,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.03,2273.592,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.06,2366.169,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.09,2308.851,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
